nohup: ignoring input
=== Starting Curriculum ===
  Stage 1/3  |  torpedoes = 1  |  distance = (1500.0, 2400.0)  |  target survival = 90.0%
Ep 04920 | Stage 3 (3 torps) | Reward  +1233.4 | Survival  42.0% | eps 0.10 | noise 0.05
Ep 04940 | Stage 3 (3 torps) | Reward  +1734.4 | Survival  49.0% | eps 0.10 | noise 0.05
Ep 04960 | Stage 3 (3 torps) | Reward   +239.2 | Survival  49.0% | eps 0.10 | noise 0.05
Ep 04980 | Stage 3 (3 torps) | Reward  +1937.5 | Survival  53.0% | eps 0.10 | noise 0.05
Ep 05000 | Stage 3 (3 torps) | Reward  +1538.9 | Survival  55.0% | eps 0.10 | noise 0.05
Ep 05020 | Stage 3 (3 torps) | Reward   +268.1 | Survival  60.0% | eps 0.10 | noise 0.05
Ep 05040 | Stage 3 (3 torps) | Reward  +1652.8 | Survival  58.0% | eps 0.10 | noise 0.05
Ep 05060 | Stage 3 (3 torps) | Reward  +1583.2 | Survival  58.0% | eps 0.10 | noise 0.05
Ep 05080 | Stage 3 (3 torps) | Reward  +1926.8 | Survival  60.0% | eps 0.10 | noise 0.05
Ep 05100 | Stage 3 (3 torps) | Reward   +285.7 | Survival  61.0% | eps 0.10 | noise 0.05
Ep 05120 | Stage 3 (3 torps) | Reward  +1330.8 | Survival  56.0% | eps 0.10 | noise 0.05
Ep 05140 | Stage 3 (3 torps) | Reward   +260.8 | Survival  55.0% | eps 0.10 | noise 0.05
Ep 05160 | Stage 3 (3 torps) | Reward   +272.0 | Survival  52.0% | eps 0.10 | noise 0.05
Ep 05180 | Stage 3 (3 torps) | Reward  +1782.1 | Survival  52.0% | eps 0.10 | noise 0.05
Ep 05200 | Stage 3 (3 torps) | Reward  +1148.1 | Survival  49.0% | eps 0.10 | noise 0.05
Ep 05220 | Stage 3 (3 torps) | Reward  +1641.4 | Survival  59.0% | eps 0.10 | noise 0.05
Ep 05240 | Stage 3 (3 torps) | Reward  +1461.8 | Survival  63.0% | eps 0.10 | noise 0.05
Ep 05260 | Stage 3 (3 torps) | Reward   +216.2 | Survival  69.0% | eps 0.10 | noise 0.05
Ep 05280 | Stage 3 (3 torps) | Reward  +1760.0 | Survival  70.0% | eps 0.10 | noise 0.05
Ep 05300 | Stage 3 (3 torps) | Reward  +1953.9 | Survival  72.0% | eps 0.10 | noise 0.05
Ep 05320 | Stage 3 (3 torps) | Reward  +1972.6 | Survival  71.0% | eps 0.10 | noise 0.05
Ep 05340 | Stage 3 (3 torps) | Reward  +1099.8 | Survival  67.0% | eps 0.10 | noise 0.05
Ep 05360 | Stage 3 (3 torps) | Reward  +2008.3 | Survival  65.0% | eps 0.10 | noise 0.05
Ep 05380 | Stage 3 (3 torps) | Reward  +1304.6 | Survival  65.0% | eps 0.10 | noise 0.05
Ep 05400 | Stage 3 (3 torps) | Reward  +1627.6 | Survival  66.0% | eps 0.10 | noise 0.05
Ep 05420 | Stage 3 (3 torps) | Reward  +1174.0 | Survival  63.0% | eps 0.10 | noise 0.05
Ep 05440 | Stage 3 (3 torps) | Reward  +1577.2 | Survival  66.0% | eps 0.10 | noise 0.05
Ep 05460 | Stage 3 (3 torps) | Reward  +1645.6 | Survival  70.0% | eps 0.10 | noise 0.05
Ep 05480 | Stage 3 (3 torps) | Reward  +1644.4 | Survival  69.0% | eps 0.10 | noise 0.05
Ep 05500 | Stage 3 (3 torps) | Reward   +208.5 | Survival  71.0% | eps 0.10 | noise 0.05
Ep 05520 | Stage 3 (3 torps) | Reward  +1870.1 | Survival  70.0% | eps 0.10 | noise 0.05
Ep 05540 | Stage 3 (3 torps) | Reward   +217.3 | Survival  71.0% | eps 0.10 | noise 0.05
Ep 05560 | Stage 3 (3 torps) | Reward  +1258.9 | Survival  71.0% | eps 0.10 | noise 0.05
Ep 05580 | Stage 3 (3 torps) | Reward  +1763.9 | Survival  71.0% | eps 0.10 | noise 0.05
Ep 05600 | Stage 3 (3 torps) | Reward  +1541.2 | Survival  68.0% | eps 0.10 | noise 0.05
Ep 05620 | Stage 3 (3 torps) | Reward  +1416.0 | Survival  73.0% | eps 0.10 | noise 0.05
Ep 05640 | Stage 3 (3 torps) | Reward  +1564.0 | Survival  71.0% | eps 0.10 | noise 0.05
Ep 05660 | Stage 3 (3 torps) | Reward  +1862.9 | Survival  68.0% | eps 0.10 | noise 0.05
Ep 05680 | Stage 3 (3 torps) | Reward   +599.8 | Survival  65.0% | eps 0.10 | noise 0.05
Ep 05700 | Stage 3 (3 torps) | Reward  +1928.1 | Survival  66.0% | eps 0.10 | noise 0.05
Ep 05720 | Stage 3 (3 torps) | Reward  +1770.0 | Survival  65.0% | eps 0.10 | noise 0.05
Ep 05740 | Stage 3 (3 torps) | Reward   +960.6 | Survival  66.0% | eps 0.10 | noise 0.05
Ep 05760 | Stage 3 (3 torps) | Reward  +1654.3 | Survival  65.0% | eps 0.10 | noise 0.05
Ep 05780 | Stage 3 (3 torps) | Reward  +1390.5 | Survival  69.0% | eps 0.10 | noise 0.05
Ep 05800 | Stage 3 (3 torps) | Reward  +1764.2 | Survival  71.0% | eps 0.10 | noise 0.05
Ep 05820 | Stage 3 (3 torps) | Reward  +1704.8 | Survival  71.0% | eps 0.10 | noise 0.05
Ep 05840 | Stage 3 (3 torps) | Reward  +1306.1 | Survival  71.0% | eps 0.10 | noise 0.05
Ep 05860 | Stage 3 (3 torps) | Reward  +1772.8 | Survival  73.0% | eps 0.10 | noise 0.05
Ep 05880 | Stage 3 (3 torps) | Reward  +1726.9 | Survival  70.0% | eps 0.10 | noise 0.05
Ep 05900 | Stage 3 (3 torps) | Reward   +648.7 | Survival  65.0% | eps 0.10 | noise 0.05
Ep 05920 | Stage 3 (3 torps) | Reward  +1752.3 | Survival  60.0% | eps 0.10 | noise 0.05
Ep 05940 | Stage 3 (3 torps) | Reward  +1837.6 | Survival  60.0% | eps 0.10 | noise 0.05
Ep 05960 | Stage 3 (3 torps) | Reward  +1885.9 | Survival  60.0% | eps 0.10 | noise 0.05
Ep 05980 | Stage 3 (3 torps) | Reward   +967.9 | Survival  58.0% | eps 0.10 | noise 0.05
Ep 06000 | Stage 3 (3 torps) | Reward   +293.7 | Survival  60.0% | eps 0.10 | noise 0.05
Ep 06020 | Stage 3 (3 torps) | Reward  +1265.3 | Survival  67.0% | eps 0.10 | noise 0.05
Ep 06040 | Stage 3 (3 torps) | Reward  +1228.2 | Survival  67.0% | eps 0.10 | noise 0.05
Ep 06060 | Stage 3 (3 torps) | Reward  +1904.1 | Survival  65.0% | eps 0.10 | noise 0.05
Ep 06080 | Stage 3 (3 torps) | Reward  +1742.8 | Survival  64.0% | eps 0.10 | noise 0.05
Ep 06100 | Stage 3 (3 torps) | Reward  +1828.8 | Survival  63.0% | eps 0.10 | noise 0.05
Ep 06120 | Stage 3 (3 torps) | Reward   +768.5 | Survival  59.0% | eps 0.10 | noise 0.05
Ep 06140 | Stage 3 (3 torps) | Reward   +265.1 | Survival  56.0% | eps 0.10 | noise 0.05
Ep 06160 | Stage 3 (3 torps) | Reward  +1607.5 | Survival  55.0% | eps 0.10 | noise 0.05
Ep 06180 | Stage 3 (3 torps) | Reward  +1728.0 | Survival  58.0% | eps 0.10 | noise 0.05
Ep 06200 | Stage 3 (3 torps) | Reward  +1625.0 | Survival  61.0% | eps 0.10 | noise 0.05
Ep 06220 | Stage 3 (3 torps) | Reward  +1670.3 | Survival  60.0% | eps 0.10 | noise 0.05
Ep 06240 | Stage 3 (3 torps) | Reward  +1592.3 | Survival  60.0% | eps 0.10 | noise 0.05
Ep 06260 | Stage 3 (3 torps) | Reward  +1450.2 | Survival  59.0% | eps 0.10 | noise 0.05
Ep 06280 | Stage 3 (3 torps) | Reward  +1259.5 | Survival  57.0% | eps 0.10 | noise 0.05
Ep 06300 | Stage 3 (3 torps) | Reward   +306.6 | Survival  54.0% | eps 0.10 | noise 0.05
Ep 06320 | Stage 3 (3 torps) | Reward  +1590.0 | Survival  53.0% | eps 0.10 | noise 0.05
Ep 06340 | Stage 3 (3 torps) | Reward   +205.7 | Survival  51.0% | eps 0.10 | noise 0.05
Ep 06360 | Stage 3 (3 torps) | Reward   +321.2 | Survival  55.0% | eps 0.10 | noise 0.05
Ep 06380 | Stage 3 (3 torps) | Reward  +1542.4 | Survival  59.0% | eps 0.10 | noise 0.05
Ep 06400 | Stage 3 (3 torps) | Reward  +1290.9 | Survival  63.0% | eps 0.10 | noise 0.05
Ep 06420 | Stage 3 (3 torps) | Reward  +1243.7 | Survival  67.0% | eps 0.10 | noise 0.05
Ep 06440 | Stage 3 (3 torps) | Reward   +251.8 | Survival  71.0% | eps 0.10 | noise 0.05
Ep 06460 | Stage 3 (3 torps) | Reward  +1523.8 | Survival  67.0% | eps 0.10 | noise 0.05
Ep 06480 | Stage 3 (3 torps) | Reward  +1494.2 | Survival  65.0% | eps 0.10 | noise 0.05
Ep 06500 | Stage 3 (3 torps) | Reward  +1085.6 | Survival  61.0% | eps 0.10 | noise 0.05
Ep 06520 | Stage 3 (3 torps) | Reward   +201.6 | Survival  58.0% | eps 0.10 | noise 0.05
Ep 06540 | Stage 3 (3 torps) | Reward  +1838.1 | Survival  59.0% | eps 0.10 | noise 0.05
Ep 06560 | Stage 3 (3 torps) | Reward  +1458.1 | Survival  59.0% | eps 0.10 | noise 0.05
Ep 06580 | Stage 3 (3 torps) | Reward  +1341.0 | Survival  61.0% | eps 0.10 | noise 0.05
Ep 06600 | Stage 3 (3 torps) | Reward   +218.2 | Survival  62.0% | eps 0.10 | noise 0.05
Ep 06620 | Stage 3 (3 torps) | Reward  +1834.7 | Survival  63.0% | eps 0.10 | noise 0.05
Ep 06640 | Stage 3 (3 torps) | Reward   +234.2 | Survival  64.0% | eps 0.10 | noise 0.05
Ep 06660 | Stage 3 (3 torps) | Reward  +1987.1 | Survival  67.0% | eps 0.10 | noise 0.05
Ep 06680 | Stage 3 (3 torps) | Reward  +1559.4 | Survival  66.0% | eps 0.10 | noise 0.05
Ep 06700 | Stage 3 (3 torps) | Reward  +2014.0 | Survival  65.0% | eps 0.10 | noise 0.05
Ep 06720 | Stage 3 (3 torps) | Reward   +267.2 | Survival  64.0% | eps 0.10 | noise 0.05
Ep 06740 | Stage 3 (3 torps) | Reward   +231.3 | Survival  65.0% | eps 0.10 | noise 0.05
Ep 06760 | Stage 3 (3 torps) | Reward   +245.4 | Survival  67.0% | eps 0.10 | noise 0.05
Ep 06780 | Stage 3 (3 torps) | Reward  +1325.2 | Survival  67.0% | eps 0.10 | noise 0.05
Ep 06800 | Stage 3 (3 torps) | Reward  +1647.3 | Survival  71.0% | eps 0.10 | noise 0.05

All curriculum stages completed.

Training complete.
  total episodes      : 6819
  final torpedo count : 3
  checkpoint          : pdqn_ds_final.pth
